Accession,Submitters,Release_Date,Pangolin,Species,Molecule_type,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT326068.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA,,Homo sapiens,,2020-03-24
MT326069.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,,2020-03-24
MT326070.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,complete,USA,,Homo sapiens,,2020-03-24
MT326071.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29846,complete,USA,,Homo sapiens,,2020-03-22
MT326074.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29839,complete,USA,,Homo sapiens,,2020-03-20
MT326075.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA,,Homo sapiens,,2020-03-20
MT326076.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29839,complete,USA,,Homo sapiens,,2020-03-24
MT326078.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29838,complete,USA,,Homo sapiens,,2020-03-24
MT326081.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA,,Homo sapiens,,2020-03-24
MT326082.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29833,complete,USA,,Homo sapiens,,2020-03-23
MT326083.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29683,complete,USA,,Homo sapiens,,2020-03-22
MT326084.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,complete,USA,,Homo sapiens,,2020-03-22
MT326085.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29795,complete,USA,,Homo sapiens,,2020-03-20
MT326086.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,complete,USA,,Homo sapiens,,2020-03-19
MT326087.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,complete,USA,,Homo sapiens,,2020-03-23
MT326088.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,complete,USA,,Homo sapiens,,2020-03-23
MT326089.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,USA,,Homo sapiens,,2020-03-21
MT326090.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29794,complete,USA,,Homo sapiens,,2020-03-21
MT326091.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.30,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29710,complete,USA,,Homo sapiens,,2020-03-16
MT326092.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,complete,USA,,Homo sapiens,,2020-03-22
MT326093.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29833,complete,USA,,Homo sapiens,,2020-03-22
MT326094.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29749,complete,USA,,Homo sapiens,,2020-03-22
MT326095.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29880,complete,USA,,Homo sapiens,,2020-03-22
MT326096.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA,,Homo sapiens,,2020-03-22
MT326097.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,complete,USA,,Homo sapiens,,2020-03-21
MT326099.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA,,Homo sapiens,,2020-03-22
MT326100.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,complete,USA,,Homo sapiens,,2020-03-22
MT326103.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,USA,,Homo sapiens,,2020-03-22
MT326104.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29808,complete,USA,,Homo sapiens,,2020-03-22
MT326105.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29842,complete,USA,,Homo sapiens,,2020-03-22
MT326106.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29885,complete,USA,,Homo sapiens,,2020-03-22
MT326111.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29777,complete,USA,,Homo sapiens,,2020-03-22
MT326112.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.38,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29814,complete,USA,,Homo sapiens,,2020-03-20
MT326113.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29858,complete,USA,,Homo sapiens,,2020-03-20
MT326116.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA,,Homo sapiens,,2020-03-20
MT326117.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,complete,USA,,Homo sapiens,,2020-03-20
MT326118.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA,,Homo sapiens,,2020-03-21
MT326119.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,complete,USA,,Homo sapiens,,2020-03-20
MT326120.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,complete,USA,,Homo sapiens,,2020-03-21
MT326121.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29643,complete,USA,,Homo sapiens,,2020-03-20
MT326123.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29744,complete,USA,,Homo sapiens,,2020-03-20
MT326124.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29765,complete,USA,,Homo sapiens,,2020-03-20
MT326125.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29828,complete,USA,,Homo sapiens,,2020-03-20
MT326127.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA,,Homo sapiens,,2020-03-20
MT326128.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29837,complete,USA,,Homo sapiens,,2020-03-20
MT326129.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29895,complete,USA,,Homo sapiens,,2020-03-20
MT326130.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,complete,USA,,Homo sapiens,,2020-03-20
MT326132.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29888,complete,USA,,Homo sapiens,,2020-03-20
MT326133.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29832,complete,USA,,Homo sapiens,,2020-03-20
MT326134.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA,,Homo sapiens,,2020-03-20
MT326135.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29794,complete,USA,,Homo sapiens,,2020-03-20
MT326136.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29695,complete,USA,,Homo sapiens,,2020-03-19
MT326137.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,complete,USA,,Homo sapiens,,2020-03-19
MT326138.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29766,complete,USA,,Homo sapiens,,2020-03-20
MT326140.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.320,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,USA,,Homo sapiens,,2020-03-20
MT326148.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29817,complete,USA,,Homo sapiens,,2020-03-21
MT326149.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.30,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29725,complete,USA,,Homo sapiens,,2020-03-21
MT326150.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA,,Homo sapiens,,2020-03-21
MT326151.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29744,complete,USA,,Homo sapiens,,2020-03-21
MT326152.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29758,complete,USA,,Homo sapiens,,2020-03-21
MT326153.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,complete,USA,,Homo sapiens,,2020-03-21
MT326154.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,USA,,Homo sapiens,,2020-03-21
MT326158.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29737,complete,USA,,Homo sapiens,,2020-03-21
MT326159.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA,,Homo sapiens,,2020-03-21
MT326160.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29765,complete,USA,,Homo sapiens,,2020-03-21
MT326161.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29589,complete,USA,,Homo sapiens,,2020-03-21
MT326162.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA,,Homo sapiens,,2020-03-21
MT326164.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,complete,USA,,Homo sapiens,,2020-03-21
MT326166.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29759,complete,USA,,Homo sapiens,,2020-03-21
MT326167.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,complete,USA,,Homo sapiens,,2020-03-21
MT326169.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29830,complete,USA,,Homo sapiens,,2020-03-22
MT326173.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29574,complete,USA,,Homo sapiens,,2020
MT326178.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.314,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA,,Homo sapiens,,2020-03-19
MT326180.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29841,complete,USA,,Homo sapiens,,2020-03-19
MT326181.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29641,complete,USA,,Homo sapiens,,2020-03-14
MT326184.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29733,complete,USA,,Homo sapiens,,2020-03-17
MT326185.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29823,complete,USA,,Homo sapiens,,2020-03-17
MT326187.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29919,complete,USA,,Homo sapiens,,2020-03-18
MT326190.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29913,complete,USA,,Homo sapiens,,2020-03-18
MT326191.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-13T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29832,complete,USA,,Homo sapiens,,2020-03-18
MT322394.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322395.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322396.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322397.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29893,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322398.1,"Fink,L.",2020-04-11T00:00:00Z,B.1.37,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322400.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29887,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322401.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29900,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322402.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29898,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322403.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322404.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322405.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29902,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322406.1,"Fink,L.",2020-04-11T00:00:00Z,B.1.37,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29886,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322407.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322408.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322409.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29900,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322410.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322411.1,"Fink,L.",2020-04-11T00:00:00Z,A,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322412.1,"Fink,L.",2020-04-11T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322413.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322414.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29901,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322415.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322416.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322417.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29901,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322418.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29896,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322419.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29899,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322420.1,"Fink,L.",2020-04-11T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322421.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322422.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322423.1,"Fink,L.",2020-04-11T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29900,complete,USA: VA,VA,Homo sapiens,,2020-03
MT322424.1,"Fink,L.",2020-04-11T00:00:00Z,B.1.332,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA: VA,VA,Homo sapiens,,2020-03
MT308702.1,"Bailey,A.G., Caro-Vegas,C., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",2020-04-08T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,complete,USA: NC,NC,Homo sapiens,,2020-04
MT308703.1,"Bailey,A.G., Caro-Vegas,C.P., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",2020-04-08T00:00:00Z,A,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,complete,USA: NC,NC,Homo sapiens,,2020-04
MT308704.1,"Bailey,A.G., Caro-Vegas,C.P., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",2020-04-08T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,complete,USA: NC,NC,Homo sapiens,,2020-04
MT300186.2,"Bailey,A.G., Caro-Vegas,C., Thompson,C., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Villamor,F., Vahrson,W.",2020-04-07T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,complete,USA: North Carolina,NC,Homo sapiens,,2020-04-02
MT304477.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: AZ,AZ,Homo sapiens,"lung, oronasopharynx",2020-03-02
MT304478.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: FL,FL,Homo sapiens,oronasopharynx,2020-03-02
MT304479.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-03-03
MT304480.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,A,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-03-03
MT304481.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,A,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-03-04
MT304482.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: IL,IL,Homo sapiens,oronasopharynx,2020-03-01
MT304483.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: IL,IL,Homo sapiens,oronasopharynx,2020-03-01
MT304484.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1.356,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: NH,NH,Homo sapiens,oronasopharynx,2020-02-29
